Municipio;CLASSE;Faixa de consumo kwh (DE);Faixa de consumo kwh (ATÉ);% TIP/CIP;VALOR (R$)
CORONEL EZEQUIEL;Serviço Público;50;100;7;165,81
CORONEL EZEQUIEL;Serviço Público;100;9999999999;10;165,81
CORONEL JOAO PESSOA;Comercial;0;9999999999;15;150
CORONEL JOAO PESSOA;Consumo Próprio;0;9999999999;15;150
CORONEL JOAO PESSOA;Iluminação Pública;0;9999999999;0;0
CORONEL JOAO PESSOA;Industrial;0;9999999999;15;150
CORONEL JOAO PESSOA;Poder Público;0;9999999999;15;150
CORONEL JOAO PESSOA;Residencial;0;30;0;0
CORONEL JOAO PESSOA;Residencial;30;9999999999;15;50
CORONEL JOAO PESSOA;Rural;0;9999999999;0;0
CORONEL JOAO PESSOA;Serviço Público;0;9999999999;15;150
CRUZETA;Comercial;0;9999999999;10;0
CRUZETA;Consumo Próprio;0;9999999999;10;0
CRUZETA;Iluminação Pública;0;9999999999;0;0
CRUZETA;Industrial;0;9999999999;10;0
CRUZETA;Poder Público;0;9999999999;0;0
CRUZETA;Residencial;0;30;0;0
CRUZETA;Residencial;30;9999999999;10;0
CRUZETA;Rural;0;9999999999;0;0
CRUZETA;Serviço Público;0;9999999999;10;0
CURRAIS NOVOS;Comercial;0;9999999999;15;132,68
CURRAIS NOVOS;Consumo Próprio;0;9999999999;15;55,28
CURRAIS NOVOS;Iluminação Pública;0;9999999999;0;0
CURRAIS NOVOS;Industrial;0;9999999999;15;132,68
CURRAIS NOVOS;Poder Público;0;9999999999;15;55,28
CURRAIS NOVOS;Residencial;0;9999999999;15;66,34
CURRAIS NOVOS;Rural;0;9999999999;0;0
CURRAIS NOVOS;Serviço Público;0;9999999999;15;55,28
DOUTOR SEVERIANO;Comercial;0;100;6;0
DOUTOR SEVERIANO;Comercial;100;200;9;0
DOUTOR SEVERIANO;Comercial;200;9999999999;12;0
DOUTOR SEVERIANO;Consumo Próprio;0;100;6;0
DOUTOR SEVERIANO;Consumo Próprio;100;200;9;0
DOUTOR SEVERIANO;Consumo Próprio;200;9999999999;12;0
DOUTOR SEVERIANO;Iluminação Pública;0;9999999999;0;0
DOUTOR SEVERIANO;Industrial;0;100;6;0
DOUTOR SEVERIANO;Industrial;100;200;9;0
DOUTOR SEVERIANO;Industrial;200;9999999999;12;0
DOUTOR SEVERIANO;Poder Público;0;9999999999;0;0
DOUTOR SEVERIANO;Residencial;0;50;0;0
DOUTOR SEVERIANO;Residencial;50;100;4;0
DOUTOR SEVERIANO;Residencial;100;200;7;0
DOUTOR SEVERIANO;Residencial;200;9999999999;10;0
DOUTOR SEVERIANO;Rural;0;9999999999;0;0
DOUTOR SEVERIANO;Serviço Público;0;9999999999;0;0
ENCANTO;Comercial;0;50;0;0
ENCANTO;Comercial;50;100;6;0
ENCANTO;Comercial;100;200;9;0
ENCANTO;Comercial;200;9999999999;12;0
ENCANTO;Consumo Próprio;0;9999999999;0;0
ENCANTO;Iluminação Pública;0;9999999999;0;0
ENCANTO;Industrial;0;9999999999;0;0
ENCANTO;Poder Público;0;9999999999;0;0
ENCANTO;Residencial;0;50;0;0
ENCANTO;Residencial;50;100;4;0
ENCANTO;Residencial;100;200;7;0
ENCANTO;Residencial;200;9999999999;10;0
ENCANTO;Rural;0;9999999999;0;0
ENCANTO;Serviço Público;0;9999999999;0;0
EQUADOR;Comercial;0;9999999999;17;66
EQUADOR;Consumo Próprio;0;9999999999;17;66
EQUADOR;Iluminação Pública;0;9999999999;0;0
EQUADOR;Industrial;0;9999999999;17;66
EQUADOR;Poder Público;0;9999999999;17;66
EQUADOR;Residencial;0;9999999999;0;0
EQUADOR;Residencial;0;9999999999;17;40
EQUADOR;Rural;0;9999999999;17;66
EQUADOR;Serviço Público;0;9999999999;17;66
ESPIRITO SANTO;Comercial;0;30;0;0
ESPIRITO SANTO;Comercial;30;100;100;16,47
ESPIRITO SANTO;Comercial;100;200;100;32,96
ESPIRITO SANTO;Comercial;200;300;100;49,45
ESPIRITO SANTO;Comercial;300;400;100;65,93
ESPIRITO SANTO;Comercial;400;800;100;82,41
ESPIRITO SANTO;Comercial;800;1200;100;98,89
ESPIRITO SANTO;Comercial;1200;9999999999;100;111,62
ESPIRITO SANTO;Consumo Próprio;0;9999999999;0;0
ESPIRITO SANTO;Iluminação Pública;0;9999999999;0;0
ESPIRITO SANTO;Industrial;0;30;0;0
ESPIRITO SANTO;Industrial;30;100;100;32,96
ESPIRITO SANTO;Industrial;100;200;100;41,21
ESPIRITO SANTO;Industrial;200;300;100;57,69
ESPIRITO SANTO;Industrial;300;400;100;76,24
ESPIRITO SANTO;Industrial;400;800;100;94,64
ESPIRITO SANTO;Industrial;800;1200;100;107,13
ESPIRITO SANTO;Industrial;1200;9999999999;100;123,63
ESPIRITO SANTO;Poder Público;0;9999999999;0;0
ESPIRITO SANTO;Residencial;0;30;0;0
ESPIRITO SANTO;Residencial;30;100;100;8,22
ESPIRITO SANTO;Residencial;100;200;100;16,47
ESPIRITO SANTO;Residencial;200;300;100;24,7
ESPIRITO SANTO;Residencial;300;400;100;32,96
ESPIRITO SANTO;Residencial;400;800;100;41,21
ESPIRITO SANTO;Residencial;800;1200;100;49,45
ESPIRITO SANTO;Residencial;1200;9999999999;100;57,69
ESPIRITO SANTO;Rural;0;9999999999;0;0
ESPIRITO SANTO;Serviço Público;0;9999999999;0;0
EXTREMOZ;Comercial;0;7000;20;472,96
EXTREMOZ;Comercial;7000;9999999999;0;0
EXTREMOZ;Consumo Próprio;0;7000;20;472,96
EXTREMOZ;Consumo Próprio;7000;9999999999;0;0
EXTREMOZ;Iluminação Pública;0;9999999999;0;0
EXTREMOZ;Industrial;0;10000;20;675,66
EXTREMOZ;Industrial;10000;9999999999;0;0
EXTREMOZ;Poder Público;0;7000;20;472,96
EXTREMOZ;Poder Público;7000;9999999999;0;0
EXTREMOZ;Residencial;0;40;0;0
EXTREMOZ;Residencial;40;3000;20;202,7
EXTREMOZ;Residencial;3000;9999999999;0;0
EXTREMOZ;Rural;0;50;0;0
EXTREMOZ;Rural;50;2000;20;94,6
EXTREMOZ;Rural;2000;9999999999;0;0
EXTREMOZ;Serviço Público;0;7000;20;402,02
EXTREMOZ;Serviço Público;7000;9999999999;0;0
FELIPE GUERRA;Comercial;0;100;0;10
FELIPE GUERRA;Comercial;100;300;0;15
FELIPE GUERRA;Comercial;300;500;0;20
FELIPE GUERRA;Comercial;500;800;0;25
FELIPE GUERRA;Comercial;800;1200;0;30
FELIPE GUERRA;Comercial;1200;1700;0;40
FELIPE GUERRA;Comercial;1700;2300;0;50
FELIPE GUERRA;Comercial;2300;9999999999;0;65
FELIPE GUERRA;Consumo Próprio;0;9999999999;0;0
FELIPE GUERRA;Iluminação Pública;0;9999999999;0;0
FELIPE GUERRA;Industrial;0;100;0;20
FELIPE GUERRA;Industrial;100;300;0;30
FELIPE GUERRA;Industrial;300;500;0;40
FELIPE GUERRA;Industrial;500;800;0;50
FELIPE GUERRA;Industrial;800;1300;0;60
FELIPE GUERRA;Industrial;1300;2000;0;70
FELIPE GUERRA;Industrial;2000;3000;0;80
FELIPE GUERRA;Industrial;3000;9999999999;0;100
FELIPE GUERRA;Poder Público;0;9999999999;0;0
FELIPE GUERRA;Residencial;0;80;0;0
FELIPE GUERRA;Residencial;80;200;0;5
FELIPE GUERRA;Residencial;200;300;0;7,5
FELIPE GUERRA;Residencial;300;400;0;10
FELIPE GUERRA;Residencial;400;500;0;12,5
FELIPE GUERRA;Residencial;500;600;0;15
FELIPE GUERRA;Residencial;600;700;0;17,5
FELIPE GUERRA;Residencial;700;9999999999;0;20
FELIPE GUERRA;Rural;0;9999999999;0;0
FELIPE GUERRA;Serviço Público;0;9999999999;0;0
FLORANIA;Comercial;0;30;0;0
FLORANIA;Comercial;30;9999999999;10;0
FLORANIA;Consumo Próprio;0;30;0;0
FLORANIA;Consumo Próprio;30;9999999999;10;0
FLORANIA;Iluminação Pública;0;9999999999;0;0
FLORANIA;Industrial;0;30;0;0
FLORANIA;Industrial;30;9999999999;10;0
FLORANIA;Poder Público;0;30;0;0
FLORANIA;Poder Público;30;9999999999;10;0
FLORANIA;Residencial;0;30;0;0
FLORANIA;Residencial;0;9999999999;0;0
FLORANIA;Residencial;30;9999999999;10;0
FLORANIA;Rural;0;9999999999;0;0
FLORANIA;Serviço Público;0;30;0;0
FLORANIA;Serviço Público;30;9999999999;10;0
FRANCISCO DANTAS;Comercial;0;50;0;0
FRANCISCO DANTAS;Comercial;50;100;6;0
FRANCISCO DANTAS;Comercial;100;200;9;0
FRANCISCO DANTAS;Comercial;200;9999999999;12;0
FRANCISCO DANTAS;Consumo Próprio;0;9999999999;0;0
FRANCISCO DANTAS;Iluminação Pública;0;9999999999;0;0
FRANCISCO DANTAS;Industrial;0;9999999999;0;0
FRANCISCO DANTAS;Poder Público;0;9999999999;0;0
FRANCISCO DANTAS;Residencial;0;50;0;0
FRANCISCO DANTAS;Residencial;50;100;4;0
FRANCISCO DANTAS;Residencial;100;200;7;0
FRANCISCO DANTAS;Residencial;200;9999999999;10;0
FRANCISCO DANTAS;Rural;0;9999999999;0;0
FRANCISCO DANTAS;Serviço Público;0;9999999999;0;0
FRUTUOSO GOMES;Comercial;0;9999999999;15;0
FRUTUOSO GOMES;Consumo Próprio;0;9999999999;15;0
FRUTUOSO GOMES;Iluminação Pública;0;9999999999;0;0
FRUTUOSO GOMES;Industrial;0;9999999999;15;0
FRUTUOSO GOMES;Poder Público;0;9999999999;15;0
FRUTUOSO GOMES;Residencial;0;30;0;0
FRUTUOSO GOMES;Residencial;0;9999999999;15;0
FRUTUOSO GOMES;Rural;0;9999999999;0;0
FRUTUOSO GOMES;Serviço Público;0;9999999999;15;0
GOIANINHA;Comercial;0;500;15;0
GOIANINHA;Comercial;500;10000;12;0
GOIANINHA;Comercial;10000;9999999999;0;0
GOIANINHA;Consumo Próprio;0;300;15;0
GOIANINHA;Consumo Próprio;300;10000;12;0
GOIANINHA;Consumo Próprio;10000;999999999;0;0
GOIANINHA;Iluminação Pública;0;9999999999;0;0
GOIANINHA;Industrial;0;1000;15;0
GOIANINHA;Industrial;1000;15000;12;0
GOIANINHA;Industrial;15000;9999999999;0;0
GOIANINHA;Poder Público;0;500;15;0
GOIANINHA;Poder Público;500;10000;12;0
GOIANINHA;Poder Público;10000;9999999999;0;0
GOIANINHA;Residencial;0;50;0;0
GOIANINHA;Residencial;50;5000;15;0
GOIANINHA;Residencial;5000;9999999999;0;0
GOIANINHA;Rural;0;70;0;0
GOIANINHA;Rural;70;5000;15;0
GOIANINHA;Rural;5000;9999999999;0;0
GOIANINHA;Serviço Público;0;10000;0;0
GOIANINHA;Serviço Público;10000;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Comercial;0;700;10;0
GOVERNADOR DIX SEPT ROSADO;Comercial;700;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Consumo Próprio;0;700;10;0
GOVERNADOR DIX SEPT ROSADO;Consumo Próprio;700;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Iluminação Pública;0;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Industrial;0;700;10;0
GOVERNADOR DIX SEPT ROSADO;Industrial;700;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Poder Público;0;700;10;0
GOVERNADOR DIX SEPT ROSADO;Poder Público;700;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Residencial;0;30;0;0
GOVERNADOR DIX SEPT ROSADO;Residencial;30;700;10;0
GOVERNADOR DIX SEPT ROSADO;Residencial;700;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Rural;0;30;0;0
GOVERNADOR DIX SEPT ROSADO;Rural;30;700;10;0
GOVERNADOR DIX SEPT ROSADO;Rural;700;9999999999;0;0
GOVERNADOR DIX SEPT ROSADO;Serviço Público;0;700;10;0
GOVERNADOR DIX SEPT ROSADO;Serviço Público;700;9999999999;0;0
GUAMARE;Comercial;0;7000;15;0
GUAMARE;Comercial;7000;9999999999;14;0
GUAMARE;Consumo Próprio;0;9999999999;0;0
GUAMARE;Iluminação Pública;0;9999999999;0;0
GUAMARE;Industrial;0;10000;15;0
GUAMARE;Industrial;10000;9999999999;13;0
GUAMARE;Poder Público;0;9999999999;0;0
GUAMARE;Residencial;0;50;0;0
GUAMARE;Residencial;50;9999999999;15;0
GUAMARE;Rural;0;70;0;0
GUAMARE;Rural;70;300;15;0
GUAMARE;Rural;300;9999999999;12;0
GUAMARE;Serviço Público;0;9999999999;0;0
IELMO MARINHO;Comercial;0;9999999999;17;359,21
IELMO MARINHO;Consumo Próprio;0;9999999999;0;0
IELMO MARINHO;Iluminação Pública;0;9999999999;0;0
IELMO MARINHO;Industrial;0;9999999999;17;359,21
IELMO MARINHO;Poder Público;0;9999999999;0;0
IELMO MARINHO;Residencial;0;30;0;0
IELMO MARINHO;Residencial;0;9999999999;15;119,74
IELMO MARINHO;Residencial;30;9999999999;15;119,74
IELMO MARINHO;Rural;0;9999999999;0;0
IELMO MARINHO;Serviço Público;0;9999999999;0;0
IPANGUACU;Comercial;0;50;0;0
IPANGUACU;Comercial;50;9999999999;12;150
IPANGUACU;Consumo Próprio;0;50;0;0
IPANGUACU;Consumo Próprio;50;9999999999;12;150
IPANGUACU;Iluminação Pública;0;9999999999;0;0
IPANGUACU;Industrial;0;50;0;0
IPANGUACU;Industrial;50;9999999999;12;250
IPANGUACU;Poder Público;0;50;0;0
IPANGUACU;Poder Público;50;9999999999;12;150
IPANGUACU;Residencial;0;50;0;0
IPANGUACU;Residencial;0;9999999999;0;0
IPANGUACU;Residencial;50;9999999999;12;50
IPANGUACU;Rural;0;9999999999;0;0
IPANGUACU;Serviço Público;0;50;0;0
IPANGUACU;Serviço Público;50;9999999999;12;150
IPUEIRA;Comercial;0;9999999999;15;120
IPUEIRA;Consumo Próprio;0;9999999999;15;50
IPUEIRA;Iluminação Pública;0;9999999999;0;0
IPUEIRA;Industrial;0;9999999999;15;120
IPUEIRA;Poder Público;0;9999999999;15;50
IPUEIRA;Residencial;0;9999999999;15;60
IPUEIRA;Rural;0;9999999999;0;0
IPUEIRA;Serviço Público;0;9999999999;15;50
ITAJA;Comercial;0;300;12;354,72
ITAJA;Comercial;300;7000;15;354,72
ITAJA;Comercial;7000;9999999999;0;0
ITAJA;Consumo Próprio;0;7000;10;236,48
ITAJA;Consumo Próprio;7000;9999999999;0;0
ITAJA;Iluminação Pública;0;9999999999;0;0
ITAJA;Industrial;0;500;12;506,75
ITAJA;Industrial;500;10000;15;506,75
ITAJA;Industrial;10000;9999999999;0;0
ITAJA;Poder Público;0;7000;10;236,48
ITAJA;Poder Público;7000;9999999999;0;0
ITAJA;Residencial;0;50;0;0
ITAJA;Residencial;50;3000;10;101,35
ITAJA;Residencial;3000;9999999999;0;0
ITAJA;Rural;0;70;0;0
ITAJA;Rural;70;2000;12;56,76
ITAJA;Rural;2000;9999999999;0;0
ITAJA;Serviço Público;0;7000;10;201,01
ITAJA;Serviço Público;7000;9999999999;0;0
JACANA;Comercial;0;9999999999;15;10,43
JACANA;Consumo Próprio;0;9999999999;15;10,43
JACANA;Iluminação Pública;0;9999999999;0;0
JACANA;Industrial;0;9999999999;15;10,43
JACANA;Poder Público;0;9999999999;15;10,43
JACANA;Residencial;0;30;15;0
JACANA;Residencial;30;9999999999;15;10,43
JACANA;Rural;0;9999999999;0;0
JACANA;Serviço Público;0;9999999999;15;10,43
JANDAIRA;Comercial;0;9999999999;10;466,47
JANDAIRA;Consumo Próprio;0;9999999999;10;466,47
JANDAIRA;Iluminação Pública;0;9999999999;0;0
JANDAIRA;Industrial;0;9999999999;10;466,47
JANDAIRA;Poder Público;0;9999999999;10;466,47
JANDAIRA;Residencial;0;9999999999;0;0
JANDAIRA;Residencial;0;9999999999;10;155,49
JANDAIRA;Rural;0;9999999999;0;0
JANDAIRA;Serviço Público;0;9999999999;10;466,47
JANDUIS;Comercial;0;9999999999;12;150
JANDUIS;Consumo Próprio;0;9999999999;12;150
JANDUIS;Iluminação Pública;0;9999999999;0;0
JANDUIS;Industrial;0;9999999999;12;150
JANDUIS;Poder Público;0;9999999999;12;150
JANDUIS;Residencial;0;100;0;0
JANDUIS;Residencial;100;9999999999;12;50
JANDUIS;Rural;0;9999999999;0;0
JANDUIS;Serviço Público;0;9999999999;12;150
JAPI;Comercial;0;9999999999;5;150
JAPI;Consumo Próprio;0;9999999999;5;150
JAPI;Iluminação Pública;0;9999999999;0;0
JAPI;Industrial;0;9999999999;5;150
JAPI;Poder Público;0;9999999999;5;150
JAPI;Residencial;0;30;0;0
JAPI;Residencial;30;9999999999;5;50
JAPI;Rural;0;9999999999;0;0
JAPI;Serviço Público;0;9999999999;5;150
JARDIM DE ANGICOS;Comercial;0;300;10;0
JARDIM DE ANGICOS;Comercial;300;500;10,5;0
JARDIM DE ANGICOS;Comercial;500;1000;11;0
JARDIM DE ANGICOS;Comercial;1000;6999;11,5;0
JARDIM DE ANGICOS;Comercial;6999;9999999999;0;0
JARDIM DE ANGICOS;Consumo Próprio;0;300;10;0
JARDIM DE ANGICOS;Consumo Próprio;300;500;10,5;0
JARDIM DE ANGICOS;Consumo Próprio;500;1000;11;0
JARDIM DE ANGICOS;Consumo Próprio;1000;6999;11,5;0
JARDIM DE ANGICOS;Consumo Próprio;6999;9999999999;0;0
JARDIM DE ANGICOS;Iluminação Pública;0;9999999999;0;0
JARDIM DE ANGICOS;Industrial;0;300;10;0
JARDIM DE ANGICOS;Industrial;300;500;10,5;0
JARDIM DE ANGICOS;Industrial;500;1000;11;0
JARDIM DE ANGICOS;Industrial;1000;9999;11,5;0
JARDIM DE ANGICOS;Industrial;9999;9999999999;0;0
JARDIM DE ANGICOS;Poder Público;0;300;10;0
JARDIM DE ANGICOS;Poder Público;300;500;10,5;0
JARDIM DE ANGICOS;Poder Público;500;1000;11;0
JARDIM DE ANGICOS;Poder Público;1000;6999;11,5;0
JARDIM DE ANGICOS;Poder Público;6999;9999999999;0;0
JARDIM DE ANGICOS;Residencial;0;50;0;0
JARDIM DE ANGICOS;Residencial;50;100;10;0
JARDIM DE ANGICOS;Residencial;100;200;10,5;0
JARDIM DE ANGICOS;Residencial;200;500;11;0
JARDIM DE ANGICOS;Residencial;500;2999;11,5;0
JARDIM DE ANGICOS;Residencial;2999;9999999999;0;0
JARDIM DE ANGICOS;Rural;0;70;0;0
JARDIM DE ANGICOS;Rural;70;100;10;0
JARDIM DE ANGICOS;Rural;100;200;10,5;0
JARDIM DE ANGICOS;Rural;200;300;11;0
JARDIM DE ANGICOS;Rural;300;1999;11,5;0
JARDIM DE ANGICOS;Rural;1999;9999999999;0;0
JARDIM DE ANGICOS;Serviço Público;0;9999999999;0;0
JARDIM DE PIRANHAS;Comercial;0;80;0;0
JARDIM DE PIRANHAS;Comercial;80;9999999999;15;20
JARDIM DE PIRANHAS;Consumo Próprio;0;80;0;0
JARDIM DE PIRANHAS;Consumo Próprio;80;9999999999;15;20
JARDIM DE PIRANHAS;Iluminação Pública;0;9999999999;0;0
JARDIM DE PIRANHAS;Industrial;0;80;0;0
JARDIM DE PIRANHAS;Industrial;80;9999999999;15;20
JARDIM DE PIRANHAS;Poder Público;0;80;0;0
JARDIM DE PIRANHAS;Poder Público;80;9999999999;15;20
JARDIM DE PIRANHAS;Residencial;0;80;0;0
JARDIM DE PIRANHAS;Residencial;80;9999999999;15;15
JARDIM DE PIRANHAS;Rural;0;9999999999;0;0
JARDIM DE PIRANHAS;Serviço Público;0;80;0;0
JARDIM DE PIRANHAS;Serviço Público;80;9999999999;15;20
JARDIM DO SERIDO;Comercial;0;9999999999;11;150
JARDIM DO SERIDO;Consumo Próprio;0;9999999999;11;150
JARDIM DO SERIDO;Iluminação Pública;0;9999999999;0;0
