Municipio;CLASSE;Faixa de consumo kwh (DE);Faixa de consumo kwh (ATÉ);% TIP/CIP;VALOR (R$)
SAO MIGUEL DO GOSTOSO;Industrial;100;150;16;0
SAO MIGUEL DO GOSTOSO;Industrial;150;200;18;0
SAO MIGUEL DO GOSTOSO;Industrial;200;250;19;0
SAO MIGUEL DO GOSTOSO;Industrial;250;300;20;0
SAO MIGUEL DO GOSTOSO;Industrial;300;400;21;0
SAO MIGUEL DO GOSTOSO;Industrial;400;9999999999;22;0
SAO MIGUEL DO GOSTOSO;Poder Público;0;30;7;0
SAO MIGUEL DO GOSTOSO;Poder Público;30;50;11;0
SAO MIGUEL DO GOSTOSO;Poder Público;50;100;13;0
SAO MIGUEL DO GOSTOSO;Poder Público;100;150;16;0
SAO MIGUEL DO GOSTOSO;Poder Público;150;200;18;0
SAO MIGUEL DO GOSTOSO;Poder Público;200;250;19;0
SAO MIGUEL DO GOSTOSO;Poder Público;250;300;20;0
SAO MIGUEL DO GOSTOSO;Poder Público;300;400;21;0
SAO MIGUEL DO GOSTOSO;Poder Público;400;9999999999;22;0
SAO MIGUEL DO GOSTOSO;Residencial;0;40;1;0
SAO MIGUEL DO GOSTOSO;Residencial;40;50;10;0
SAO MIGUEL DO GOSTOSO;Residencial;50;100;12;0
SAO MIGUEL DO GOSTOSO;Residencial;100;150;15;0
SAO MIGUEL DO GOSTOSO;Residencial;150;200;16;0
SAO MIGUEL DO GOSTOSO;Residencial;200;250;17;0
SAO MIGUEL DO GOSTOSO;Residencial;250;300;18;0
SAO MIGUEL DO GOSTOSO;Residencial;300;400;19;0
SAO MIGUEL DO GOSTOSO;Residencial;400;9999999999;20;0
SAO MIGUEL DO GOSTOSO;Rural;0;9999999999;0;0
SAO MIGUEL DO GOSTOSO;Serviço Público;0;30;7;0
SAO MIGUEL DO GOSTOSO;Serviço Público;30;50;11;0
SAO MIGUEL DO GOSTOSO;Serviço Público;50;100;13;0
SAO MIGUEL DO GOSTOSO;Serviço Público;100;150;16;0
SAO MIGUEL DO GOSTOSO;Serviço Público;150;200;18;0
SAO MIGUEL DO GOSTOSO;Serviço Público;200;250;19;0
SAO MIGUEL DO GOSTOSO;Serviço Público;250;300;20;0
SAO MIGUEL DO GOSTOSO;Serviço Público;300;400;21;0
SAO MIGUEL DO GOSTOSO;Serviço Público;400;9999999999;22;0
SAO PAULO DO POTENGI;Comercial;0;9999999999;10;150
SAO PAULO DO POTENGI;Consumo Próprio;0;9999999999;10;150
SAO PAULO DO POTENGI;Iluminação Pública;0;9999999999;0;0
SAO PAULO DO POTENGI;Industrial;0;9999999999;10;150
SAO PAULO DO POTENGI;Poder Público;0;9999999999;10;150
SAO PAULO DO POTENGI;Residencial;0;100;0;0
SAO PAULO DO POTENGI;Residencial;100;9999999999;10;50
SAO PAULO DO POTENGI;Rural;0;120;0;0
SAO PAULO DO POTENGI;Rural;120;9999999999;10;150
SAO PAULO DO POTENGI;Serviço Público;0;9999999999;10;150
SAO PEDRO;Comercial;0;50;0;0
SAO PEDRO;Comercial;50;100;100;5
SAO PEDRO;Comercial;100;200;100;10
SAO PEDRO;Comercial;200;300;100;15
SAO PEDRO;Comercial;300;400;100;20
SAO PEDRO;Comercial;400;800;100;25
SAO PEDRO;Comercial;800;1200;100;30
SAO PEDRO;Comercial;1200;9999999999;100;35
SAO PEDRO;Consumo Próprio;0;9999999999;0;0
SAO PEDRO;Iluminação Pública;0;9999999999;0;0
SAO PEDRO;Industrial;0;50;0;0
SAO PEDRO;Industrial;50;100;100;10
SAO PEDRO;Industrial;100;200;100;15
SAO PEDRO;Industrial;200;300;100;20
SAO PEDRO;Industrial;300;400;100;25
SAO PEDRO;Industrial;400;800;100;30
SAO PEDRO;Industrial;800;1200;100;35
SAO PEDRO;Industrial;1200;9999999999;100;40
SAO PEDRO;Poder Público;0;9999999999;0;0
SAO PEDRO;Residencial;0;50;0;0
SAO PEDRO;Residencial;50;100;100;3
SAO PEDRO;Residencial;100;200;100;6
SAO PEDRO;Residencial;200;300;100;9
SAO PEDRO;Residencial;300;400;100;12
SAO PEDRO;Residencial;400;800;100;15
SAO PEDRO;Residencial;800;1200;100;18
SAO PEDRO;Residencial;1200;9999999999;100;21
SAO PEDRO;Rural;0;9999999999;0;0
SAO PEDRO;Serviço Público;0;9999999999;0;0
SAO RAFAEL;Comercial;0;9999999999;15;50
SAO RAFAEL;Consumo Próprio;0;9999999999;15;50
SAO RAFAEL;Iluminação Pública;0;9999999999;0;0
SAO RAFAEL;Industrial;0;9999999999;15;50
SAO RAFAEL;Poder Público;0;9999999999;15;50
SAO RAFAEL;Residencial;0;9999999999;15;30
SAO RAFAEL;Rural;0;9999999999;15;50
SAO RAFAEL;Serviço Público;0;9999999999;15;50
SAO TOME;Comercial;0;9999999999;15;0
SAO TOME;Consumo Próprio;0;9999999999;15;0
SAO TOME;Iluminação Pública;0;9999999999;0;0
SAO TOME;Industrial;0;9999999999;15;0
SAO TOME;Poder Público;0;9999999999;0;0
SAO TOME;Poder Público;0;9999999999;15;0
SAO TOME;Residencial;0;30;0;0
SAO TOME;Residencial;0;9999999999;0;0
SAO TOME;Residencial;30;9999999999;15;0
SAO TOME;Rural;0;60;0;0
SAO TOME;Rural;60;9999999999;15;0
SAO TOME;Serviço Público;0;9999999999;15;0
SAO VICENTE;Comercial;0;30;0;0
SAO VICENTE;Comercial;30;9999999999;15;0
SAO VICENTE;Consumo Próprio;0;30;0;0
SAO VICENTE;Consumo Próprio;30;9999999999;15;0
SAO VICENTE;Iluminação Pública;0;9999999999;0;0
SAO VICENTE;Industrial;0;30;0;0
SAO VICENTE;Industrial;30;9999999999;15;0
SAO VICENTE;Poder Público;0;30;0;0
SAO VICENTE;Poder Público;30;9999999999;15;0
SAO VICENTE;Residencial;0;30;0;0
SAO VICENTE;Residencial;30;9999999999;15;0
SAO VICENTE;Rural;0;9999999999;0;0
SAO VICENTE;Serviço Público;0;30;0;0
SAO VICENTE;Serviço Público;30;9999999999;15;0
SENADOR ELOI DE SOUZA;Comercial;0;9999999999;15;150
SENADOR ELOI DE SOUZA;Consumo Próprio;0;9999999999;15;150
SENADOR ELOI DE SOUZA;Iluminação Pública;0;9999999999;0;0
SENADOR ELOI DE SOUZA;Industrial;0;9999999999;15;150
SENADOR ELOI DE SOUZA;Poder Público;0;9999999999;15;150
SENADOR ELOI DE SOUZA;Residencial;0;80;0;0
SENADOR ELOI DE SOUZA;Residencial;80;9999999999;15;50
SENADOR ELOI DE SOUZA;Rural;0;9999999999;0;0
SENADOR ELOI DE SOUZA;Serviço Público;0;9999999999;15;150
SENADOR GEORGINO AVELINO;Comercial;0;7000;12;283,78
SENADOR GEORGINO AVELINO;Comercial;7000;9999999999;0;0
SENADOR GEORGINO AVELINO;Consumo Próprio;0;7000;12;283,78
SENADOR GEORGINO AVELINO;Consumo Próprio;7000;9999999999;0;0
SENADOR GEORGINO AVELINO;Iluminação Pública;0;9999999999;0;0
SENADOR GEORGINO AVELINO;Industrial;0;10000;12;405,4
SENADOR GEORGINO AVELINO;Industrial;10000;9999999999;0;0
SENADOR GEORGINO AVELINO;Poder Público;0;7000;12;283,78
SENADOR GEORGINO AVELINO;Poder Público;7000;9999999999;0;0
SENADOR GEORGINO AVELINO;Residencial;0;30;0;0
SENADOR GEORGINO AVELINO;Residencial;30;3000;12;121,62
SENADOR GEORGINO AVELINO;Residencial;3000;9999999999;0;0
SENADOR GEORGINO AVELINO;Rural;0;50;0;0
SENADOR GEORGINO AVELINO;Rural;50;2000;12;56,76
SENADOR GEORGINO AVELINO;Rural;2000;9999999999;0;0
SENADOR GEORGINO AVELINO;Serviço Público;0;7000;12;241,21
SENADOR GEORGINO AVELINO;Serviço Público;7000;9999999999;0;0
SERRA CAIADA;Comercial;0;100;0;0
SERRA CAIADA;Comercial;100;150;15;0
SERRA CAIADA;Comercial;150;6999;20;0
SERRA CAIADA;Comercial;6999;9999999999;0;0
SERRA CAIADA;Consumo Próprio;0;100;0;0
SERRA CAIADA;Consumo Próprio;100;150;15;0
SERRA CAIADA;Consumo Próprio;150;6999;20;0
SERRA CAIADA;Consumo Próprio;6999;9999999999;0;0
SERRA CAIADA;Iluminação Pública;0;9999999999;0;0
SERRA CAIADA;Industrial;0;100;0;0
SERRA CAIADA;Industrial;100;150;15;0
SERRA CAIADA;Industrial;150;9999;20;0
SERRA CAIADA;Industrial;9999;9999999999;0;0
SERRA CAIADA;Poder Público;0;100;0;0
SERRA CAIADA;Poder Público;100;150;15;0
SERRA CAIADA;Poder Público;150;6999;20;0
SERRA CAIADA;Poder Público;6999;9999999999;0;0
SERRA CAIADA;Residencial;0;100;0;0
SERRA CAIADA;Residencial;100;150;15;0
SERRA CAIADA;Residencial;150;2999;20;0
SERRA CAIADA;Residencial;2999;9999999999;0;0
SERRA CAIADA;Rural;0;100;0;0
SERRA CAIADA;Rural;100;120;10;0
SERRA CAIADA;Rural;120;170;15;0
SERRA CAIADA;Rural;170;2999;20;0
SERRA CAIADA;Rural;2999;9999999999;0;0
SERRA CAIADA;Serviço Público;0;100;0;0
SERRA CAIADA;Serviço Público;100;150;15;0
SERRA CAIADA;Serviço Público;150;6999;20;0
SERRA CAIADA;Serviço Público;6999;9999999999;0;0
SERRA DE SAO BENTO;Comercial;0;250;5;0
SERRA DE SAO BENTO;Comercial;250;9999999999;6;0
SERRA DE SAO BENTO;Consumo Próprio;0;9999999999;0;0
SERRA DE SAO BENTO;Iluminação Pública;0;9999999999;0;0
SERRA DE SAO BENTO;Industrial;0;250;5;0
SERRA DE SAO BENTO;Industrial;250;9999999999;6;0
SERRA DE SAO BENTO;Poder Público;0;9999999999;0;0
SERRA DE SAO BENTO;Residencial;0;40;0;0
SERRA DE SAO BENTO;Residencial;40;50;2;0
SERRA DE SAO BENTO;Residencial;50;100;4;0
SERRA DE SAO BENTO;Residencial;100;150;4;0
SERRA DE SAO BENTO;Residencial;150;250;5;0
SERRA DE SAO BENTO;Residencial;250;9999999999;3;0
SERRA DE SAO BENTO;Rural;0;9999999999;0;0
SERRA DE SAO BENTO;Serviço Público;0;9999999999;0;0
SERRA DO MEL;Comercial;0;999999999;15;150
SERRA DO MEL;Consumo Próprio;0;999999999;15;150
SERRA DO MEL;Iluminação Pública;0;999999999;0;0
SERRA DO MEL;Industrial;0;999999999;15;150
SERRA DO MEL;Poder Público;0;999999999;15;150
SERRA DO MEL;Residencial;0;30;0;0
SERRA DO MEL;Residencial;30;999999999;15;50
SERRA DO MEL;Rural;0;999999999;0;0
SERRA DO MEL;Serviço Público;0;999999999;15;150
SERRA NEGRA DO NORTE;Comercial;0;100;100;16,1
SERRA NEGRA DO NORTE;Comercial;100;200;100;18,3
SERRA NEGRA DO NORTE;Comercial;200;400;100;21
SERRA NEGRA DO NORTE;Comercial;400;800;100;25
SERRA NEGRA DO NORTE;Comercial;800;1200;100;33
SERRA NEGRA DO NORTE;Comercial;1200;9999999999;100;40
SERRA NEGRA DO NORTE;Consumo Próprio;0;9999999999;0;0
SERRA NEGRA DO NORTE;Iluminação Pública;0;9999999999;0;0
SERRA NEGRA DO NORTE;Industrial;0;100;100;16,1
SERRA NEGRA DO NORTE;Industrial;100;200;100;21
SERRA NEGRA DO NORTE;Industrial;200;400;100;29,5
SERRA NEGRA DO NORTE;Industrial;400;600;100;35,5
SERRA NEGRA DO NORTE;Industrial;600;800;100;42
SERRA NEGRA DO NORTE;Industrial;800;9999999999;100;50,5
SERRA NEGRA DO NORTE;Poder Público;0;9999999999;0;0
SERRA NEGRA DO NORTE;Residencial;0;80;0;0
SERRA NEGRA DO NORTE;Residencial;80;150;100;6,2
SERRA NEGRA DO NORTE;Residencial;150;250;100;18
SERRA NEGRA DO NORTE;Residencial;250;500;100;21
SERRA NEGRA DO NORTE;Residencial;500;1000;100;26
SERRA NEGRA DO NORTE;Residencial;1000;9999999999;100;33
SERRA NEGRA DO NORTE;Rural;0;9999999999;0;0
SERRA NEGRA DO NORTE;Serviço Público;0;9999999999;0;0
SERRINHA;Comercial;0;50;0;0
SERRINHA;Comercial;51;100;7;0
SERRINHA;Comercial;101;9999999999;10;0
SERRINHA;Consumo Próprio;0;50;0;0
SERRINHA;Consumo Próprio;51;100;7;0
SERRINHA;Consumo Próprio;101;9999999999;10;0
SERRINHA;Iluminação Pública;0;9999999999;0;0
SERRINHA;Industrial;0;50;0;0
SERRINHA;Industrial;51;100;7;0
SERRINHA;Industrial;101;9999999999;10;0
SERRINHA;Poder Público;0;50;0;0
SERRINHA;Poder Público;51;100;7;0
SERRINHA;Poder Público;101;9999999999;10;0
SERRINHA;Residencial;0;50;0;0
SERRINHA;Residencial;51;100;7;0
SERRINHA;Residencial;101;9999999999;10;0
SERRINHA;Rural;0;9999999999;0;0
SERRINHA;Serviço Público;0;50;0;0
SERRINHA;Serviço Público;51;100;7;0
SERRINHA;Serviço Público;101;9999999999;10;0
SERRINHA DOS PINTOS;Comercial;0;9999999999;6;30
SERRINHA DOS PINTOS;Consumo Próprio;0;9999999999;0;0
SERRINHA DOS PINTOS;Iluminação Pública;0;9999999999;0;0
SERRINHA DOS PINTOS;Industrial;0;9999999999;6;30
SERRINHA DOS PINTOS;Poder Público;0;9999999999;0;0
SERRINHA DOS PINTOS;Residencial;0;50;0;0
SERRINHA DOS PINTOS;Residencial;50;9999999999;6;15
SERRINHA DOS PINTOS;Rural;0;9999999999;6;15
SERRINHA DOS PINTOS;Serviço Público;0;9999999999;0;0
SEVERIANO MELO;Comercial;0;50;0;0
SEVERIANO MELO;Comercial;50;100;100;15
SEVERIANO MELO;Comercial;100;200;100;20
SEVERIANO MELO;Comercial;200;400;100;25
SEVERIANO MELO;Comercial;400;800;100;30
SEVERIANO MELO;Comercial;800;1200;100;35
SEVERIANO MELO;Comercial;1200;2000;100;40
SEVERIANO MELO;Comercial;2000;9999999999;100;45
SEVERIANO MELO;Consumo Próprio;0;50;0;0
SEVERIANO MELO;Iluminação Pública;0;9999999999;0;0
SEVERIANO MELO;Industrial;0;50;0;0
SEVERIANO MELO;Industrial;50;100;100;20
SEVERIANO MELO;Industrial;100;200;100;25
SEVERIANO MELO;Industrial;200;400;100;30
SEVERIANO MELO;Industrial;400;800;100;35
SEVERIANO MELO;Industrial;800;1200;100;40
SEVERIANO MELO;Industrial;1200;2000;100;45
SEVERIANO MELO;Industrial;2000;9999999999;100;50
SEVERIANO MELO;Poder Público;0;9999999999;0;0
SEVERIANO MELO;Residencial;50;100;100;10
SEVERIANO MELO;Residencial;100;200;100;15
SEVERIANO MELO;Residencial;200;400;100;20
SEVERIANO MELO;Residencial;400;800;100;25
SEVERIANO MELO;Residencial;800;1200;100;30
SEVERIANO MELO;Residencial;1200;2000;100;35
SEVERIANO MELO;Residencial;2000;9999999999;100;40
SEVERIANO MELO;Rural;0;9999999999;0;0
SEVERIANO MELO;Serviço Público;0;9999999999;0;0
SITIO NOVO;Comercial;0;9999999999;10;0
SITIO NOVO;Consumo Próprio;0;9999999999;10;0
SITIO NOVO;Iluminação Pública;0;9999999999;0;0
SITIO NOVO;Industrial;0;9999999999;10;0
SITIO NOVO;Poder Público;0;9999999999;10;0
SITIO NOVO;Residencial;0;30;0;0
SITIO NOVO;Residencial;30;9999999999;10;0
SITIO NOVO;Rural;0;9999999999;0;0
SITIO NOVO;Serviço Público;0;9999999999;10;0
TAIPU;Comercial;0;9999999999;15;150
TAIPU;Consumo Próprio;0;9999999999;15;150
TAIPU;Iluminação Pública;0;9999999999;0;0
TAIPU;Industrial;0;9999999999;15;150
TAIPU;Poder Público;0;9999999999;15;150
TAIPU;Residencial;0;30;0;0
TAIPU;Residencial;30;9999999999;15;50
TAIPU;Rural;0;9999999999;15;150
TAIPU;Serviço Público;0;9999999999;15;150
TANGARA;Comercial;0;9999999999;15;50
TANGARA;Consumo Próprio;0;9999999999;15;50
TANGARA;Iluminação Pública;0;9999999999;0;0
TANGARA;Industrial;0;9999999999;15;50
TANGARA;Poder Público;0;9999999999;15;50
TANGARA;Residencial;0;9999999999;0;0
TANGARA;Residencial;0;9999999999;15;30
TANGARA;Rural;0;9999999999;0;0
TANGARA;Serviço Público;0;9999999999;15;50
TENENTE ANANIAS;Comercial;0;9999999999;100;18,46
TENENTE ANANIAS;Consumo Próprio;0;9999999999;100;18,46
TENENTE ANANIAS;Iluminação Pública;0;9999999999;0;0
TENENTE ANANIAS;Industrial;0;9999999999;100;18,46
TENENTE ANANIAS;Poder Público;0;9999999999;100;18,46
TENENTE ANANIAS;Residencial;0;9999999999;100;9,23
TENENTE ANANIAS;Rural;0;9999999999;0;0
TENENTE ANANIAS;Serviço Público;0;9999999999;100;18,46
TENENTE ANANIAS;Residencial baixa renda;0;50;0;0
TENENTE ANANIAS;Residencial baixa renda;50;9999999999;0;9,23
TENENTE LAURENTINO CRUZ;Comercial;0;9999999999;10;40
TENENTE LAURENTINO CRUZ;Consumo Próprio;0;9999999999;15;50
TENENTE LAURENTINO CRUZ;Iluminação Pública;0;9999999999;0;0
TENENTE LAURENTINO CRUZ;Industrial;0;9999999999;10;40
TENENTE LAURENTINO CRUZ;Poder Público;0;9999999999;15;50
TENENTE LAURENTINO CRUZ;Residencial;0;9999999999;0;0
TENENTE LAURENTINO CRUZ;Residencial;0;9999999999;10;20
TENENTE LAURENTINO CRUZ;Rural;0;9999999999;10;20
TENENTE LAURENTINO CRUZ;Serviço Público;0;9999999999;15;50
TIBAU;Comercial;0;30;100;3,5
TIBAU;Comercial;30;100;100;5,5
TIBAU;Comercial;100;200;100;8,5
TIBAU;Comercial;200;300;100;15
TIBAU;Comercial;300;400;100;19,5
TIBAU;Comercial;400;800;100;29,5
TIBAU;Comercial;800;1200;100;47
TIBAU;Comercial;1200;2000;100;78
TIBAU;Comercial;2000;4000;100;146
TIBAU;Comercial;4000;9999999999;100;160
TIBAU;Consumo Próprio;0;9999999999;0;0
TIBAU;Iluminação Pública;0;9999999999;0;0
TIBAU;Industrial;0;30;100;4,5
TIBAU;Industrial;30;100;100;6,5
TIBAU;Industrial;100;200;100;9,5
TIBAU;Industrial;200;300;100;16,5
TIBAU;Industrial;300;400;100;19,57
TIBAU;Industrial;400;800;100;39,15
TIBAU;Industrial;800;1200;100;58,72
TIBAU;Industrial;1200;2000;100;88,08
TIBAU;Industrial;2000;4000;100;149,73
TIBAU;Industrial;4000;9999999999;100;210
TIBAU;Poder Público;0;9999999999;0;0
TIBAU;Residencial;0;9999999999;0;0
TIBAU;Residencial;0;600;100;18
TIBAU;Residencial;600;1500;100;25
TIBAU;Residencial;1500;3000;100;30
TIBAU;Residencial;3000;5000;100;35
TIBAU;Residencial;5000;9999999999;100;50
TIBAU;Rural;0;9999999999;0;0
TIBAU;Serviço Público;0;9999999999;0;0
TIBAU DO SUL;Comercial;0;9999999999;15;100
TIBAU DO SUL;Consumo Próprio;0;9999999999;15;100
TIBAU DO SUL;Iluminação Pública;0;9999999999;0;0
TIBAU DO SUL;Industrial;0;9999999999;15;100
TIBAU DO SUL;Poder Público;0;9999999999;15;100
TIBAU DO SUL;Residencial;0;50;0;0
TIBAU DO SUL;Residencial;50;9999999999;15;100
TIBAU DO SUL;Rural;0;9999999999;15;100
TIBAU DO SUL;Serviço Público;0;9999999999;15;100
TIMBAUBA DOS BATISTAS;Comercial;0;9999999999;15;0
TIMBAUBA DOS BATISTAS;Consumo Próprio;0;9999999999;15;0
TIMBAUBA DOS BATISTAS;Iluminação Pública;0;9999999999;0;0
TIMBAUBA DOS BATISTAS;Industrial;0;9999999999;15;0
TIMBAUBA DOS BATISTAS;Poder Público;0;9999999999;15;0
TIMBAUBA DOS BATISTAS;Residencial;0;30;0;0
TIMBAUBA DOS BATISTAS;Residencial;30;9999999999;15;0
TIMBAUBA DOS BATISTAS;Rural;0;9999999999;0;0
TIMBAUBA DOS BATISTAS;Serviço Público;0;9999999999;15;0
TOUROS;Comercial;0;9999999999;15;150
TOUROS;Consumo Próprio;0;9999999999;15;150
TOUROS;Iluminação Pública;0;9999999999;0;0
TOUROS;Industrial;0;9999999999;15;150
TOUROS;Poder Público;0;9999999999;15;150
TOUROS;Residencial;0;50;0;0
TOUROS;Residencial;50;9999999999;15;50
TOUROS;Rural;0;9999999999;0;0
TOUROS;Serviço Público;0;9999999999;15;150
TRIUNFO POTIGUAR;Comercial;0;9999999999;10;150
TRIUNFO POTIGUAR;Consumo Próprio;0;9999999999;10;150
TRIUNFO POTIGUAR;Iluminação Pública;0;9999999999;0;0
TRIUNFO POTIGUAR;Industrial;0;9999999999;10;150
TRIUNFO POTIGUAR;Poder Público;0;9999999999;10;150
TRIUNFO POTIGUAR;Residencial;0;30;0;0
TRIUNFO POTIGUAR;Residencial;30;9999999999;10;50
TRIUNFO POTIGUAR;Rural;0;9999999999;0;0
TRIUNFO POTIGUAR;Serviço Público;0;9999999999;10;150
UMARIZAL;Comercial;0;400;100;15,48
UMARIZAL;Comercial;400;9999999999;100;25,75
UMARIZAL;Consumo Próprio;0;9999999999;0;0
UMARIZAL;Iluminação Pública;0;9999999999;0;0
UMARIZAL;Industrial;0;30;0;0
UMARIZAL;Industrial;30;400;100;12,88
UMARIZAL;Industrial;400;9999999999;100;25,75
UMARIZAL;Poder Público;0;9999999999;0;0
UMARIZAL;Residencial;0;30;0;0
UMARIZAL;Residencial;30;100;100;5,15
UMARIZAL;Residencial;100;300;100;7,73
UMARIZAL;Residencial;300;9999999999;100;12,88
UMARIZAL;Rural;0;9999999999;0;0
UMARIZAL;Serviço Público;0;9999999999;0;0
UPANEMA;Comercial;0;200;15;150
UPANEMA;Comercial;201;9999999999;10;150
UPANEMA;Consumo Próprio;0;9999999999;15;150
UPANEMA;Iluminação Pública;0;9999999999;0;0
UPANEMA;Industrial;0;80;15;150
UPANEMA;Industrial;81;2000;10;150
UPANEMA;Industrial;2001;9999999999;15;150
UPANEMA;Poder Público;0;9999999999;15;150
UPANEMA;Residencial;0;80;0;0
UPANEMA;Residencial;81;200;15;50
UPANEMA;Residencial;201;1000;10;50
UPANEMA;Residencial;1001;9999999999;15;50
UPANEMA;Rural;0;9999999999;0;0
UPANEMA;Serviço Público;0;9999999999;15;150
VARZEA;Comercial;0;9999999999;15;656,73
VARZEA;Consumo Próprio;0;9999999999;15;656,73
VARZEA;Iluminação Pública;0;9999999999;0;0
VARZEA;Industrial;0;9999999999;15;938,19
VARZEA;Poder Público;0;9999999999;15;656,73
VARZEA;Residencial;0;50;200;1
VARZEA;Residencial;50;9999999999;15;268,29
VARZEA;Rural;0;70;200;1
VARZEA;Rural;70;9999999999;15;112,18
VARZEA;Serviço Público;0;9999999999;15;558,22
VERA CRUZ;Comercial;0;9999999999;100;12,5
VERA CRUZ;Consumo Próprio;0;9999999999;0;0
VERA CRUZ;Iluminação Pública;0;9999999999;0;0
VERA CRUZ;Industrial;0;9999999999;100;17,5
VERA CRUZ;Poder Público;0;9999999999;0;0
VERA CRUZ;Residencial;0;9999999999;100;9,5
VERA CRUZ;Rural;0;9999999999;0;0
VERA CRUZ;Serviço Público;0;9999999999;0;0
VILA FLOR;Comercial;0;100;2;0
VILA FLOR;Comercial;100;200;5;0
VILA FLOR;Comercial;200;500;10;0
VILA FLOR;Comercial;500;7000;12;0
VILA FLOR;Comercial;7000;9999999999;0;0
VILA FLOR;Consumo Próprio;0;100;2;0
VILA FLOR;Consumo Próprio;100;200;5;0
VILA FLOR;Consumo Próprio;200;500;10;0
VILA FLOR;Consumo Próprio;500;9999999999;12;0
VILA FLOR;Iluminação Pública;0;9999999999;0;0
VILA FLOR;Industrial;0;100;2;0
VILA FLOR;Industrial;100;200;5;0
VILA FLOR;Industrial;200;500;10;0
VILA FLOR;Industrial;500;10000;12;0
VILA FLOR;Industrial;10000;9999999999;0;0
VILA FLOR;Poder Público;0;100;2;0
VILA FLOR;Poder Público;0;9999999999;0;0
VILA FLOR;Poder Público;100;200;5;0
VILA FLOR;Poder Público;200;500;10;0
VILA FLOR;Poder Público;500;7000;12;0
VILA FLOR;Poder Público;7000;9999999999;0;0
VILA FLOR;Residencial;0;80;0;0
VILA FLOR;Residencial;80;100;1,5;0
VILA FLOR;Residencial;100;200;2;0
VILA FLOR;Residencial;200;300;3;0
VILA FLOR;Residencial;300;400;4;0
VILA FLOR;Residencial;400;500;5;0
VILA FLOR;Residencial;500;800;8;0
VILA FLOR;Residencial;800;1000;10;0
VILA FLOR;Residencial;1000;3000;15;0
VILA FLOR;Residencial;3000;9999999999;0;0
VILA FLOR;Rural;0;9999999999;0;0
VILA FLOR;Serviço Público;0;100;2;0
VILA FLOR;Serviço Público;100;200;5;0
VILA FLOR;Serviço Público;200;500;10;0
VILA FLOR;Serviço Público;500;7000;12;0
VILA FLOR;Serviço Público;7000;9999999999;0;0
